player,tm,season,pos,g,mp,gs,fg,fga,fgpercent,x3p,x3pa,x3ppercent,x2p,x2pa,x2ppercent,ft,fta,ftpercent,orb,trb,ast,stl,blk,tov,pf,pts,per,tspercent,efgpercent,x3par,ftr,orbpercent,trbpercent,astpercent,stlpercent,blkpercent,tovpercent,usgpercent,ortg,drtg,ows,dws,ws,ws_40,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,oncourt,on_off,badpass,lostball,shoot_fouls_committed,off_fouls_committed,shoot_fouls_drawn,off_fouls_drawn,pga,and1,blkd,fg_tot,fga_tot,x3p_tot,x3pa_tot,x2p_tot,x2pa_tot,ft_tot,fta_tot,orb_tot,trb_tot,ast_tot,stl_tot,blk_tot,tov_tot,pf_tot,pts_tot,link,mpg
Kelsey Mitchell,IND,2021,G,32,1059,32,10.4,24,0.431,3.4,10.2,0.335,6.9,13.8,0.502,3.7,4.2,0.882,1,4.1,3.9,1.7,0.3,3.2,3.6,27.8,16.4,0.537,0.502,0.425,0.173,2.3,4.7,14.8,1.7,0.6,10.9,25.1,105,113,2,-0.4,1.6,0.062,16.5,0.575,0.175,0.104,0.096,0.201,0.425,0.502,0.64,0.373,0.468,0.465,0.335,0.415,0.686,0.129,0.407,-9.9,17.7,37,12,26,9,34,NA,180,7,21,212,492,70,209,142,283,75,85,21,84,80,34,7,65,74,569,/wnba/players/m/mitchke01w.html,33.09375
Leilani Mitchell,WAS,2021,G,31,725,12,4.5,12.5,0.36,3.5,9.9,0.357,1,2.7,0.368,1.3,1.6,0.826,0.8,4.3,5.4,1.1,0.1,2.5,3.2,13.9,9.3,0.524,0.5,0.787,0.129,1.6,4.8,17.2,1.1,0.2,15.7,13.9,101,111,0.6,0,0.5,0.03,21.6,0.213,0.045,0.084,0.039,0.045,0.787,0.368,0.5,0.333,0.286,0.375,0.357,0.143,0.88,0.229,0.344,-3.3,3,19,11,13,3,5,NA,187,1,2,64,178,50,140,14,38,19,23,11,61,77,15,2,35,46,197,/wnba/players/m/mitchle01w.html,23.387096774193548
Tiffany Mitchell,IND,2021,G,28,765,25,7.2,17.2,0.421,0.8,3.2,0.255,6.4,14,0.459,7.4,8.5,0.88,1.7,5.4,3.8,1.1,0.1,3.7,3.6,22.7,13.8,0.544,0.445,0.185,0.492,3.7,6.2,12.8,1.1,0.1,14.9,21.2,105,114,1.3,-0.4,0.9,0.046,10.3,0.815,0.362,0.189,0.122,0.142,0.185,0.459,0.543,0.354,0.452,0.389,0.255,0.432,0.833,0.319,0.4,-9.6,8.3,28,10,24,3,54,NA,131,10,13,107,254,12,47,95,207,110,125,25,80,56,17,1,54,53,336,/wnba/players/m/mitchti01w.html,27.321428571428573
Astou Ndour,CHI,2021,C-F,20,342,8,6.8,17,0.397,1.2,5,0.235,5.6,12,0.463,4.7,5,0.941,4.7,14,1.2,1,2.4,2.5,6.3,19.4,14,0.504,0.431,0.293,0.293,10.9,15.9,3.7,1,3.7,11.5,19.3,103,100,0.4,0.6,1,0.113,10.5,0.707,0.448,0.155,0.052,0.052,0.293,0.463,0.615,0.167,0.333,0.167,0.235,0.816,1,0.235,0.25,-8.5,-13.6,5,2,19,4,15,NA,18,4,13,46,116,8,34,38,82,32,34,32,95,8,7,16,17,43,132,/wnba/players/n/ndouras01w.html,17.1
Kia Nurse,PHO,2021,G,32,835,32,6.1,17.1,0.359,3.7,10.5,0.353,2.4,6.6,0.368,3.1,3.9,0.79,0.9,7.1,3.5,1.1,0.1,3,4.5,19.1,9.6,0.506,0.467,0.612,0.227,2,7.7,10.9,1.1,0.2,13.8,19.3,96,106,0.2,0.6,0.8,0.038,18.1,0.388,0.15,0.128,0.04,0.07,0.612,0.368,0.439,0.429,0.364,0.105,0.353,0.538,0.864,0.257,0.349,2.5,-3.2,24,12,32,7,31,NA,120,5,15,98,273,59,167,39,106,49,62,14,113,56,17,2,48,72,304,/wnba/players/n/nurseki01w.html,26.09375
Leaonna Odom,NYL,2021,F,18,217,0,4.8,10.3,0.467,1.1,3.9,0.294,3.7,6.4,0.571,2.1,2.7,0.75,2.5,4.8,1.8,1.1,1.1,2.3,5.7,12.8,8.4,0.557,0.522,0.378,0.267,6,5.6,6.1,1.1,1.8,16.6,12.6,102,110,0.2,0,0.2,0.037,11.4,0.622,0.333,0.267,0.022,0,0.378,0.571,0.533,0.583,1,NA,0.294,0.813,1,0.647,0.455,-15.3,-7.7,4,3,8,2,6,NA,23,1,2,21,45,5,17,16,28,9,12,11,21,8,5,5,10,25,56,/wnba/players/o/odomle01w.html,12.055555555555555
Arike Ogunbowale,DAL,2021,G,32,1003,32,10.3,26.9,0.383,4.1,11,0.376,6.1,15.9,0.388,6.3,7.2,0.864,1.2,5.3,5.4,1.9,0,3.5,3.7,31,18,0.515,0.46,0.41,0.269,2.6,5.9,19.3,1.9,0,10.5,28.8,105,108,2.4,0.4,2.8,0.111,15.4,0.59,0.173,0.177,0.112,0.129,0.41,0.388,0.544,0.359,0.241,0.343,0.376,0.261,0.663,0.075,0.5,-3.3,-11.2,28,9,9,24,61,NA,243,16,24,199,520,80,213,119,307,121,140,23,103,104,36,0,68,72,599,/wnba/players/o/ogunbar01w.html,31.34375
Chiney Ogwumike,LAS,2021,F-C,7,134,3,7.7,19,0.408,1.2,1.5,0.75,6.6,17.4,0.378,2.3,3.1,0.75,4.3,11.2,3.5,2.3,1.2,2.3,8.9,19,13.5,0.466,0.439,0.082,0.163,9.4,12.9,12.9,2.3,2.1,10.3,20.5,97,98,0.1,0.2,0.3,0.089,8.6,0.918,0.184,0.51,0.143,0.082,0.082,0.378,0.778,0.28,0.143,0.5,0.75,0.647,1,0,NA,3.9,10.9,1,1,11,2,4,NA,19,2,6,20,49,3,4,17,45,6,8,11,29,9,6,3,6,23,49,/wnba/players/o/ogwumch01w.html,19.142857142857142
Nneka Ogwumike,LAS,2021,F,18,570,18,9.9,18.7,0.532,1,2.7,0.367,8.9,15.9,0.56,2.9,3.6,0.8,2.4,10.7,4.4,2.4,0.5,3.6,2.9,23.8,20,0.586,0.559,0.146,0.195,5.2,12.3,17.6,2.4,0.8,14.9,21.5,106,98,1.1,1.1,2.2,0.152,12.5,0.854,0.254,0.317,0.127,0.156,0.146,0.56,0.808,0.477,0.423,0.438,0.367,0.684,1,0.167,0.8,-6,-0.2,22,8,9,7,18,NA,116,7,14,109,205,11,30,98,175,32,40,26,117,48,26,5,39,32,261,/wnba/players/o/ogwumnn01w.html,31.666666666666668
Michaela Onyenwere,NYL,2021,F,32,711,29,6.4,15.9,0.401,2.6,7.9,0.327,3.8,8,0.474,3.9,4.7,0.836,1.5,6.6,1.3,1,0.6,2.4,5.6,19.2,9.9,0.536,0.482,0.498,0.295,3.5,7.6,4.4,1,1,11.7,18.5,99,109,0.4,0.2,0.6,0.036,14.1,0.502,0.247,0.207,0.026,0.022,0.498,0.474,0.625,0.34,0.333,0.2,0.327,0.722,1,0.381,0.372,-7.5,2.8,10,10,40,6,30,NA,49,7,23,91,227,37,113,54,114,56,67,21,94,18,14,9,34,80,275,/wnba/players/o/onyenmi01w.html,22.21875
Candace Parker,CHI,2021,F-C,23,615,23,9.5,20.7,0.458,2,6,0.329,7.5,14.7,0.511,4.1,5.1,0.794,2.6,15.8,7.4,1.6,2.2,4.6,3,25,21.4,0.545,0.506,0.289,0.249,6.1,18,26,1.6,3.5,16.6,24.4,103,96,1.1,1.3,2.4,0.156,11.6,0.711,0.277,0.265,0.107,0.063,0.289,0.511,0.629,0.552,0.333,0.125,0.329,0.565,0.875,0.068,0.4,4.2,5.2,37,14,20,1,28,NA,207,8,9,116,253,24,73,92,180,50,63,32,193,91,19,27,56,37,306,/wnba/players/p/parkeca01w.html,26.73913043478261
Cheyenne Parker,ATL,2021,F,13,270,11,9.4,20.7,0.455,1.9,5.7,0.333,7.5,15.1,0.5,4.1,5.3,0.786,2.4,10.9,3,2.8,2.3,3.2,5.3,24.9,19.6,0.54,0.5,0.273,0.255,4.9,12,10.3,2.8,4,12.2,22.8,103,103,0.4,0.3,0.7,0.108,11,0.727,0.273,0.291,0.109,0.055,0.273,0.5,0.6,0.375,0.5,0.667,0.333,0.875,1,0.133,0.75,-10.9,-4.2,1,9,16,2,13,NA,40,4,6,50,110,10,30,40,80,22,28,13,58,16,15,12,17,28,132,/wnba/players/p/parkech01w.html,20.76923076923077
Shey Peddy,PHO,2021,G,32,560,5,5.7,13.8,0.412,2.5,7.6,0.333,3.2,6.3,0.507,2.1,2.3,0.92,2.2,7,7.4,2.7,0.3,2.9,3.1,16.1,15.6,0.541,0.503,0.547,0.169,5.2,7.6,22.6,2.7,0.4,16.3,15.7,110,103,1.1,0.6,1.7,0.124,17.1,0.453,0.128,0.209,0.061,0.054,0.547,0.507,0.632,0.516,0.444,0.25,0.333,0.176,0.815,0.185,0.4,-0.4,-7,21,3,14,1,8,NA,185,4,3,61,148,27,81,34,67,23,25,24,75,79,29,3,31,33,172,/wnba/players/p/peddysh01w.html,17.5
Theresa Plaisance,WAS,2021,F,31,559,11,6.5,18.5,0.351,3.2,10.6,0.302,3.3,7.9,0.419,2,2.5,0.815,1.9,12.3,3.8,2.3,1.9,3.4,6.2,18.2,11.9,0.465,0.438,0.574,0.134,4.1,13.8,13,2.3,3.2,14.7,20.2,90,102,-0.4,0.8,0.4,0.026,18.7,0.426,0.074,0.124,0.153,0.074,0.574,0.419,0.6,0.48,0.355,0.267,0.302,0.778,0.971,0.138,0.188,-6.5,-3.5,18,8,43,8,11,NA,94,1,6,71,202,35,116,36,86,22,27,21,135,42,25,21,37,68,199,/wnba/players/p/plaisth01w.html,18.032258064516128
Kelsey Plum,LVA,2021,G,26,665,0,9.5,21.8,0.437,3.3,8.5,0.386,6.2,13.3,0.469,6.3,6.7,0.944,0.8,4.9,6.9,1.9,0.1,3.2,4.2,28.6,20.6,0.579,0.512,0.389,0.307,1.9,5.5,22.3,1.9,0.1,11.4,25,112,101,2.3,0.9,3.2,0.192,15,0.611,0.14,0.246,0.102,0.123,0.389,0.469,0.683,0.542,0.267,0.25,0.386,0.25,0.773,0.132,0.333,10.6,-0.9,24,10,15,5,33,NA,204,10,14,128,293,44,114,84,179,85,90,11,66,93,26,1,43,56,385,/wnba/players/p/plumke01w.html,25.576923076923077
Aerial Powers,MIN,2021,F-G,14,309,7,10,23.5,0.427,1.8,5.8,0.314,8.2,17.7,0.463,9,9.9,0.917,2.1,8.4,4.8,0.8,0.8,6.7,4.8,30.9,16.3,0.555,0.465,0.245,0.42,5.2,9.9,16.6,0.8,1.4,19.5,30.9,97,102,0.2,0.4,0.6,0.08,13.8,0.755,0.14,0.231,0.189,0.196,0.245,0.463,0.45,0.455,0.556,0.393,0.314,0.28,0.545,0.086,0.333,7.3,2.6,13,17,13,4,28,NA,66,8,10,61,143,11,35,50,108,55,60,13,51,29,5,5,41,29,188,/wnba/players/p/powerae01w.html,22.071428571428573
Epiphanny Prince,SEA,2021,G,29,416,2,7.1,16.2,0.439,3.1,6.1,0.5,4.1,10.1,0.402,3.2,3.6,0.897,1.2,5.8,5.9,2.5,0.7,3.1,4.1,20.5,16.3,0.577,0.534,0.379,0.22,2.9,6.5,18.6,2.5,1.2,14.7,18.8,109,102,0.9,0.6,1.4,0.138,17.2,0.621,0.106,0.182,0.144,0.189,0.379,0.402,0.429,0.375,0.316,0.48,0.5,0.273,0.76,0.02,0,4.9,-0.9,13,5,16,4,10,NA,117,1,11,58,132,25,50,33,82,26,29,10,47,48,20,6,25,33,167,/wnba/players/p/princep01w.html,14.344827586206897
Allie Quigley,CHI,2021,G,26,635,11,9.6,21.4,0.448,4.3,9.4,0.454,5.3,11.9,0.444,3.7,3.9,0.959,1.3,5.5,4.7,1,0.6,2.4,2.9,27.1,18.7,0.588,0.548,0.441,0.181,3.1,6.2,16.6,1,0.9,9.3,22.6,114,105,2,0.5,2.5,0.157,17,0.559,0.056,0.204,0.137,0.163,0.441,0.444,0.6,0.418,0.459,0.409,0.454,0.687,0.926,0.193,0.565,6.6,10.1,19,7,8,3,17,NA,137,4,8,121,270,54,119,67,151,47,49,17,69,60,13,7,30,37,343,/wnba/players/q/quiglal01w.html,24.423076923076923
DiDi Richards,NYL,2021,G-F,31,346,0,3.9,9.2,0.422,1.4,3.2,0.455,2.4,6,0.405,0.9,1.4,0.6,1.3,4.9,3.6,2.4,0.9,2.3,3.4,10,8.8,0.512,0.5,0.344,0.156,3.1,5.6,11.6,2.4,1.4,19,11,96,106,0,0.2,0.3,0.032,12.8,0.656,0.234,0.25,0.094,0.078,0.344,0.405,0.6,0.313,0.5,0,0.455,0.647,1,0.182,0.25,-10.9,-2.9,6,5,10,1,5,NA,62,0,4,27,64,10,22,17,42,6,10,9,34,25,17,6,16,24,70,/wnba/players/r/richadi01w.html,11.161290322580646
Danielle Robinson,IND,2021,G,24,659,24,6.9,16.6,0.417,0.4,2,0.2,6.5,14.6,0.446,4.4,4.9,0.889,0.6,6.7,7,3,0.2,3.3,3.9,18.6,14.6,0.496,0.429,0.118,0.299,1.4,7.6,23.4,3,0.3,15,19,101,109,0.6,0.2,0.8,0.049,10.3,0.882,0.322,0.256,0.104,0.199,0.118,0.446,0.515,0.463,0.318,0.381,0.2,0.325,1,0.04,0,-8.7,8.9,28,9,16,1,27,NA,198,5,18,88,211,5,25,83,186,56,63,8,85,89,38,2,42,50,237,/wnba/players/r/robinda01w.html,27.458333333333332
Mercedes Russell,SEA,2021,C,30,740,28,6.4,10.3,0.617,0,0,NA,6.4,10.3,0.617,2.5,3.2,0.766,3.5,12.7,3.4,1.9,0.8,2.6,5.5,15.2,15.6,0.648,0.617,0,0.315,8,14.4,10.4,1.9,1.2,18.3,12.9,119,100,1.8,1.2,3,0.163,6,1,0.376,0.47,0.121,0.034,0,0.617,0.839,0.543,0.333,0.2,NA,0.783,NA,NA,NA,10.2,10.7,12,13,31,7,25,NA,122,5,10,92,149,0,0,92,149,36,47,50,184,49,27,11,38,79,220,/wnba/players/r/russeme01w.html,24.666666666666668
Satou Sabally,DAL,2021,F,17,423,14,8.5,20.2,0.418,2.2,6.7,0.327,6.2,13.5,0.464,5.8,7.5,0.77,3.3,12.3,5.9,0.5,1.7,4.8,6.6,24.9,16.6,0.529,0.473,0.333,0.37,7.1,13.7,19.8,0.5,3,16.9,24.3,103,106,0.7,0.3,1,0.096,12.2,0.667,0.224,0.327,0.067,0.048,0.333,0.464,0.649,0.352,0.455,0.375,0.327,0.627,0.889,0,NA,4.9,8.5,13,14,25,6,28,NA,123,9,10,69,165,18,55,51,110,47,61,27,100,48,4,14,39,54,203,/wnba/players/s/sabalsa01w.html,24.88235294117647
Katie Lou Samuelson,SEA,2021,F,27,566,24,6.5,14.3,0.456,2.3,6.7,0.351,4.2,7.6,0.548,1.7,2.3,0.731,1,8.6,4.2,1.6,0.6,2.7,4.1,17.1,12.6,0.558,0.538,0.468,0.165,2.3,9.7,12.8,1.6,1,15,16.2,102,102,0.6,0.8,1.3,0.093,16.6,0.532,0.177,0.165,0.095,0.095,0.468,0.548,0.714,0.538,0.333,0.467,0.351,0.63,1,0.297,0.227,5,-1,15,5,26,3,14,NA,107,4,8,72,158,26,74,46,84,19,26,11,95,46,18,7,30,45,189,/wnba/players/s/samueka02w.html,20.962962962962962
Jessica Shepard,MIN,2021,F,22,231,0,3.5,9.7,0.364,0.2,2.6,0.083,3.3,7,0.469,2.6,3.5,0.75,5.3,15.6,8.4,0.7,0.9,4,4.4,9.9,12.3,0.441,0.375,0.273,0.364,12.8,18.4,23.8,0.7,1.5,26.1,13.6,100,100,0.2,0.4,0.5,0.094,9.9,0.727,0.386,0.227,0.114,0,0.273,0.469,0.588,0.4,0.2,NA,0.083,0.667,1,0.167,0,-3.4,-10.6,13,3,5,1,8,NA,83,2,7,16,44,1,12,15,32,12,16,24,71,38,3,4,18,20,45,/wnba/players/s/shepaje01w.html,10.5
Kylee Shook,NYL,2021,F,30,567,19,6.2,13.3,0.467,2.1,5.3,0.393,4.1,8,0.516,0.4,0.4,0.8,1.8,10.6,3.6,0.9,1.3,3.3,4.1,14.9,10.9,0.551,0.546,0.401,0.033,4.2,12.3,12.5,0.9,2.1,19.8,15.3,95,106,0.1,0.4,0.5,0.035,12.8,0.599,0.289,0.237,0.039,0.033,0.401,0.516,0.636,0.444,0.333,0.2,0.393,0.872,1,0.049,1,-3.9,8.8,14,6,22,11,3,NA,107,1,15,71,152,24,61,47,91,4,5,20,121,41,10,15,38,47,170,/wnba/players/s/shookky01w.html,18.9
Odyssey Sims,ATL,2021,G,30,753,21,7.1,19.2,0.37,1.1,4.7,0.232,6,14.5,0.414,2.4,3.2,0.729,1,5.1,7.3,2.5,0.1,3.3,3,17.6,11.4,0.428,0.398,0.243,0.169,2,5.5,23.1,2.5,0.2,13.8,20.7,90,109,-0.5,0.2,-0.3,-0.018,11.8,0.757,0.25,0.232,0.169,0.106,0.243,0.414,0.493,0.364,0.354,0.433,0.232,0.517,1,0.246,0.176,-11.9,-10.6,24,15,16,4,23,NA,245,4,13,105,284,16,69,89,215,35,48,15,75,108,37,2,49,45,261,/wnba/players/s/simsod01w.html,25.1
Azura Stevens,CHI,2021,F-C,30,587,11,7.7,15.4,0.5,1.3,3.9,0.333,6.4,11.6,0.556,2.2,2.7,0.813,4.2,11.7,2,2.1,1.7,2.4,4.6,18.9,16.6,0.569,0.542,0.25,0.178,9.8,13.4,6.5,2.1,2.7,12.6,16.9,109,100,1.1,1,2.1,0.142,10.2,0.75,0.383,0.222,0.1,0.044,0.25,0.556,0.667,0.475,0.389,0.375,0.333,0.747,1,0.156,0.143,0.8,-1.2,8,5,27,11,15,NA,56,7,20,90,180,15,45,75,135,26,32,49,137,23,24,20,28,54,221,/wnba/players/s/steveaz01w.html,19.566666666666666
Breanna Stewart,SEA,2021,F,28,934,28,10.6,24.2,0.439,2.6,7.8,0.336,8,16.4,0.488,7.3,8.6,0.847,1.9,14.7,4.2,1.8,2.6,2.5,2.8,31.1,25.3,0.557,0.493,0.324,0.355,4.3,16.6,14.7,1.8,4.3,8.3,27.4,111,96,3.1,2.1,5.1,0.22,13.1,0.676,0.186,0.271,0.165,0.054,0.324,0.488,0.671,0.433,0.37,0.5,0.336,0.76,0.958,0.056,0.25,11.3,20.7,23,14,25,9,70,NA,188,12,22,194,442,48,143,146,299,133,157,34,268,76,33,48,46,51,569,/wnba/players/s/stewabr01w.html,33.357142857142854
Brittney Sykes,LAS,2021,G,32,939,20,6.4,15.7,0.405,0.6,2.3,0.262,5.7,13.4,0.43,3.4,4.4,0.772,2,8.1,3.9,3.2,0.8,2.5,4.4,16.7,13.4,0.474,0.424,0.148,0.278,4.5,9.3,13.6,3.2,1.5,12.4,18.2,95,98,0.1,1.8,1.9,0.082,12,0.852,0.239,0.285,0.134,0.194,0.148,0.43,0.618,0.432,0.237,0.327,0.262,0.452,1,0.333,0.286,-1.8,14.9,26,12,28,3,40,NA,163,18,8,115,284,11,42,104,242,61,79,37,146,70,58,15,45,79,302,/wnba/players/s/sykesbr01w.html,29.34375
Stephanie Talbot,SEA,2021,F,30,538,9,6.6,13.6,0.483,2.6,6.2,0.415,4,7.4,0.538,0.6,0.8,0.75,1.1,8.2,4.6,1.3,1.2,4.7,5.5,16.2,10.3,0.584,0.577,0.455,0.056,2.6,9.2,14.1,1.3,2,25.1,16.7,93,102,-0.1,0.7,0.6,0.046,17.5,0.545,0.182,0.189,0.063,0.112,0.455,0.538,0.731,0.556,0.333,0.313,0.415,0.69,0.963,0.169,0.636,10,7.6,31,3,35,4,3,NA,111,2,4,69,143,27,65,42,78,6,8,12,86,48,14,13,49,58,171,/wnba/players/t/talbost01w.html,17.933333333333334
Diana Taurasi,PHO,2021,G,16,455,16,8.1,22,0.366,4.7,13.9,0.339,3.3,8.1,0.414,7.1,8.3,0.861,0.3,8.2,9.1,0.3,1,5.4,4.4,27.9,17,0.546,0.474,0.634,0.377,0.8,8.9,30,0.3,1.6,17.4,27.5,103,106,0.8,0.3,1.2,0.104,19.9,0.366,0.063,0.11,0.084,0.11,0.634,0.414,0.667,0.429,0.313,0.333,0.339,0.483,0.585,0.099,0.5,7.2,5.6,34,5,11,6,25,NA,177,5,6,70,191,41,121,29,70,62,72,3,71,79,3,9,47,38,243,/wnba/players/t/tauradi01w.html,28.4375
Jasmine Thomas,CON,2021,G,30,887,30,6.9,17.9,0.386,2.6,6.4,0.4,4.3,11.5,0.378,3,3.4,0.875,0.8,4.4,7.4,2.4,0.4,4.1,3.2,19.3,13.1,0.499,0.457,0.358,0.191,1.9,5.2,23.1,2.4,0.6,17.4,20,101,96,0.9,1.9,2.8,0.128,14.1,0.642,0.229,0.164,0.113,0.137,0.358,0.378,0.597,0.333,0.273,0.15,0.4,0.225,0.905,0.219,0.478,16.6,10.3,47,11,18,2,24,NA,282,7,12,113,293,42,105,71,188,49,56,13,73,122,39,6,67,53,317,/wnba/players/t/thomaja01w.html,29.566666666666666
Kayla Thornton,DAL,2021,F,31,857,25,5,11.9,0.421,1.3,3.8,0.349,3.7,8.1,0.455,2.7,3.2,0.849,3.9,10.5,2.7,1.6,0.4,1.8,3.7,14.1,13,0.529,0.477,0.32,0.269,8.5,11.7,8.2,1.6,0.7,12,13,113,107,1.6,0.5,2.2,0.101,12.4,0.68,0.264,0.218,0.127,0.071,0.32,0.455,0.673,0.279,0.28,0.5,0.349,0.689,1,0.238,0.333,-5.4,-13.5,8,10,23,5,23,NA,108,7,22,83,197,22,63,61,134,45,53,65,173,45,26,7,30,62,233,/wnba/players/t/thornka01w.html,27.64516129032258
Kristi Toliver,LAS,2021,G,19,525,19,6.6,16,0.414,2.8,8.2,0.337,3.9,7.8,0.494,1.6,1.9,0.842,0.9,2.8,5.3,1.4,0,3.2,3.6,17.6,10.6,0.522,0.5,0.512,0.117,2,3.2,18.9,1.4,0,15.8,18.1,97,106,0.2,0.4,0.6,0.042,18.8,0.488,0.056,0.123,0.16,0.148,0.512,0.494,0.778,0.45,0.577,0.333,0.337,0.333,0.536,0.12,0.4,-6.7,-1.5,18,6,17,2,5,NA,122,1,6,67,162,28,83,39,79,16,19,9,28,54,14,0,32,36,178,/wnba/players/t/tolivkr01w.html,27.63157894736842
Brianna Turner,PHO,2021,F,32,994,32,5.7,10.3,0.554,0,0.1,0,5.7,10.2,0.557,1.7,2.4,0.717,4.1,15.9,2.9,1.3,2.2,2.5,3.7,13.1,15.5,0.578,0.554,0.005,0.236,9.5,17.2,9,1.3,3.4,17.9,12.2,112,100,1.7,1.7,3.4,0.136,3.1,0.995,0.621,0.349,0.021,0.005,0.005,0.557,0.62,0.456,0.5,0,0,0.852,NA,0,NA,8,19.5,24,7,32,12,22,NA,137,8,17,108,195,0,1,108,194,33,46,78,302,56,24,42,47,70,249,/wnba/players/t/turnebr01w.html,31.0625
Courtney Vandersloot,CHI,2021,G,32,977,32,6.6,15.3,0.433,1.9,5.3,0.346,4.8,10,0.479,2.2,2.5,0.857,0.8,5.6,14.1,2.8,0.6,5,3.4,17.3,17.5,0.526,0.493,0.349,0.164,1.9,6.4,44.9,2.8,1,23.3,19,104,101,1.6,1.4,3,0.124,14.4,0.651,0.221,0.144,0.151,0.134,0.349,0.479,0.621,0.465,0.378,0.375,0.346,0.409,0.722,0.096,0.6,2.6,4.7,72,14,32,2,22,NA,619,7,17,129,298,36,104,93,194,42,49,16,109,275,54,12,97,66,336,/wnba/players/v/vandeco01w.html,30.53125
Kia Vaughn,PHO,2021,C,28,441,2,7,15.8,0.444,0,0.1,0,7,15.7,0.447,1.4,2.4,0.6,2.7,9,4.3,0.6,0.7,4.3,5.2,15.4,7.6,0.458,0.444,0.008,0.15,6.3,9.8,13.6,0.6,1.1,20.2,18.7,87,107,-0.5,0.3,-0.2,-0.019,12.1,0.992,0.128,0.241,0.241,0.383,0.008,0.447,0.765,0.406,0.313,0.451,0,0.898,NA,0,NA,-6.7,-15.7,15,3,18,12,10,NA,89,2,6,59,133,0,1,59,132,12,20,23,76,36,5,6,36,44,130,/wnba/players/v/vaughki01w.html,15.75
Victoria Vivians,IND,2021,G,31,661,8,6,18.1,0.333,2.5,9.9,0.252,3.5,8.1,0.433,2,2.3,0.833,1.1,7.4,3.1,2.7,0.3,3.2,4.5,16.5,8.2,0.432,0.403,0.55,0.13,2.4,8.5,10.2,2.7,0.5,14.4,19.3,85,109,-0.8,0.2,-0.6,-0.039,19.1,0.45,0.087,0.121,0.056,0.186,0.55,0.433,0.6,0.321,0.538,0.395,0.252,0.578,0.938,0.165,0.238,-15.8,-6,17,7,28,2,14,NA,90,0,7,77,231,32,127,45,104,25,30,14,95,40,35,4,41,57,211,/wnba/players/v/viviavi01w.html,21.322580645161292
Megan Walker,PHO,2021,F,29,426,7,5.7,18.2,0.311,2.5,9.2,0.267,3.2,9,0.356,2.3,3.7,0.633,0.7,4.8,3.1,0.6,1,2.8,6.4,16.1,3.7,0.406,0.378,0.507,0.203,1.7,5.2,9.4,0.6,1.5,12.5,20,81,108,-0.8,0.2,-0.6,-0.058,16.9,0.493,0.196,0.101,0.081,0.115,0.507,0.356,0.345,0.333,0.417,0.353,0.267,0.692,1,0.28,0.286,0.5,-4.6,11,6,27,5,13,NA,57,2,9,46,148,20,75,26,73,19,30,6,39,25,5,8,23,52,131,/wnba/players/w/walkeme01w.html,14.689655172413794
Stephanie Watts,CHI,2021,G,6,84,0,2.4,11.4,0.211,0.6,6,0.1,1.8,5.4,0.333,3.6,4.8,0.75,4.8,13.2,1.8,1.8,1.2,4.8,7.8,9,2.4,0.333,0.237,0.526,0.421,11.1,15,5,1.8,1.9,26.2,16.2,70,100,-0.3,0.1,-0.1,-0.061,14.7,0.474,0.316,0.105,0.053,0,0.526,0.333,0.5,0,0,NA,0.1,0.667,1,0.1,1,-12.4,-14.8,4,4,9,0,3,NA,7,0,3,4,19,1,10,3,9,6,8,8,22,3,3,2,8,13,15,/wnba/players/w/wattsst01w.html,14
Erica Wheeler,LAS,2021,G,32,967,32,8.6,20.6,0.417,1.8,4.9,0.359,6.8,15.7,0.435,4.3,5.3,0.827,0.9,5.3,8.2,2.3,0.4,4.7,4.6,23.3,15.5,0.508,0.46,0.24,0.255,1.9,6,31.1,2.3,0.8,16.9,25,96,101,0.4,1.3,1.7,0.071,13.6,0.76,0.242,0.211,0.135,0.172,0.24,0.435,0.559,0.358,0.404,0.379,0.359,0.197,0.545,0.065,0.5,-7.9,-8.1,47,25,29,5,39,NA,358,8,32,160,384,33,92,127,292,81,98,16,98,152,43,8,87,86,434,/wnba/players/w/wheeler01w.html,30.21875
Sami Whitcomb,NYL,2021,G,30,843,28,7.3,15.4,0.473,4.5,10.5,0.425,2.8,4.9,0.578,1.6,1.9,0.818,0.6,8.9,4.8,1.8,0.6,3.7,3.1,20.7,16,0.635,0.618,0.683,0.126,1.4,10.3,17.3,1.8,0.9,18.3,18.2,106,105,1.3,0.7,2.1,0.099,18.8,0.317,0.126,0.13,0.038,0.023,0.683,0.578,0.818,0.382,0.5,0.5,0.425,0.458,0.789,0.156,0.464,-5.7,9.1,45,11,35,0,17,NA,191,6,9,124,262,76,179,48,83,27,33,10,151,81,31,10,62,53,351,/wnba/players/w/whitcsa01w.html,28.1
