player,tm,pos,g,mp,g_2,mp_2,fgpercent,distance,fga_2p,fga_0_3,fga_3_10,fga_10_16,fga_16_3p,fga_3p,fg_2p,fg_0_3,fg_3_10,fg_10_16,fg_16_3p,fg_3p,fg_2p_asst,fg_3p_asst,corner_3s_attempt,corner_3s_percent,link,season
Alanna Smith,IND,F,9,116,9,116,0.333,18.6,0.405,0.143,0.119,0.071,0.071,0.595,0.471,0.833,0.4,0.333,0,0.24,0.875,1,0.12,0.333,/wnba/players/s/smithal01w.html,2022
NaLyssa Smith,IND,F,20,613,20,613,0.422,12,0.783,0.242,0.242,0.156,0.143,0.217,0.435,0.61,0.458,0.289,0.257,0.377,0.602,0.9,0.094,0.4,/wnba/players/s/smithna01w.html,2022
Victoria Vivians,IND,G,23,622,23,622,0.349,17.4,0.569,0.118,0.118,0.102,0.231,0.431,0.379,0.367,0.433,0.5,0.305,0.309,0.6,1,0.136,0,/wnba/players/v/viviavi01w.html,2022
Amy Atwell,LAS,F,4,32,4,32,0.111,20.5,0.333,0,0.111,0.222,0,0.667,0,NA,0,0,NA,0.167,NA,1,0,NA,/wnba/players/a/atwelam01w.html,2022
Lexie Brown,LAS,G,22,610,22,610,0.462,18.3,0.386,0.159,0.103,0.062,0.062,0.614,0.464,0.565,0.4,0.556,0.222,0.461,0.615,0.976,0.157,0.286,/wnba/players/b/brownle02w.html,2022
Rae Burrell,LAS,G-F,3,44,3,44,0.111,18.9,0.333,0.111,0.111,0,0.111,0.667,0,0,0,NA,0,0.167,NA,1,0.167,0,/wnba/players/b/burrera01w.html,2022
Liz Cambage,LAS,C,22,521,22,521,0.517,7.5,0.937,0.357,0.372,0.13,0.077,0.063,0.531,0.743,0.442,0.407,0.188,0.308,0.718,0.75,0,NA,/wnba/players/c/cambael01w.html,2022
Jordin Canada,LAS,G,18,472,18,472,0.369,11.8,0.824,0.261,0.25,0.136,0.176,0.176,0.428,0.565,0.432,0.375,0.258,0.097,0.161,1,0.032,0,/wnba/players/c/canadjo01w.html,2022
Chennedy Carter,LAS,G,17,254,17,254,0.455,8.1,0.943,0.309,0.341,0.203,0.089,0.057,0.474,0.711,0.381,0.32,0.364,0.143,0.364,1,0.143,0,/wnba/players/c/cartech01w.html,2022
Olivia Nelson-Ododa,LAS,F,16,159,16,159,0.485,4.1,1,0.515,0.424,0.03,0.03,0,0.485,0.706,0.286,0,0,NA,0.5,NA,NA,NA,/wnba/players/n/nelsool01w.html,2022
Chiney Ogwumike,LAS,F-C,18,290,18,290,0.457,8.3,0.891,0.37,0.304,0.087,0.13,0.109,0.488,0.618,0.5,0.125,0.333,0.2,0.525,1,0.1,0,/wnba/players/o/ogwumch01w.html,2022
Nneka Ogwumike,LAS,F,22,700,22,700,0.571,8.8,0.895,0.345,0.275,0.192,0.084,0.105,0.591,0.758,0.519,0.473,0.417,0.4,0.77,1,0.133,0.5,/wnba/players/o/ogwumnn01w.html,2022
Katie Lou Samuelson,LAS,F,18,523,18,523,0.408,17.8,0.471,0.121,0.108,0.089,0.153,0.529,0.419,0.579,0.412,0.429,0.292,0.398,0.774,0.97,0.277,0.435,/wnba/players/s/samueka02w.html,2022
Kianna Smith,LAS,G,2,27,2,27,0.143,21.1,0.143,0.143,0,0,0,0.857,1,1,NA,NA,NA,0,0,NA,0.167,0,/wnba/players/s/smithki04w.html,2022
Brittney Sykes,LAS,G,18,498,18,498,0.39,13.3,0.799,0.208,0.201,0.101,0.289,0.201,0.425,0.636,0.344,0.438,0.326,0.25,0.37,1,0.188,0.5,/wnba/players/s/sykesbr01w.html,2022
Kristi Toliver,LAS,G,7,151,7,151,0.393,22.7,0.25,0.036,0.036,0.143,0.036,0.75,0.286,0,0,0.5,0,0.429,0,1,0.048,0,/wnba/players/t/tolivkr01w.html,2022
Jasmine Walker,LAS,F,18,145,18,145,0.238,21.2,0.262,0.024,0.071,0.048,0.119,0.738,0.455,1,0.333,0,0.6,0.161,0.8,1,0.194,0,/wnba/players/w/walkeja01w.html,2022
Natalie Achonwa,MIN,F,9,137,9,137,0.686,5.7,0.971,0.486,0.314,0.029,0.143,0.029,0.706,0.941,0.455,0,0.6,0,0.917,NA,0,NA,/wnba/players/a/achonna01w.html,2022
Rachel Banham,MIN,G,23,377,23,377,0.411,20.8,0.376,0.05,0.043,0.128,0.156,0.624,0.509,0.571,0.5,0.5,0.5,0.352,0.296,0.742,0.114,0.3,/wnba/players/b/banhara01w.html,2022
Bridget Carleton,MIN,F,23,425,23,425,0.4,17.7,0.389,0.189,0.078,0.056,0.067,0.611,0.486,0.471,0.429,0.6,0.5,0.345,0.941,1,0.291,0.438,/wnba/players/c/carlebr01w.html,2022
Elissa Cunane,MIN,C,3,10,3,10,0.5,13.2,0.5,0.5,0,0,0,0.5,1,1,NA,NA,NA,0,0,NA,0,NA,/wnba/players/c/cunanel01w.html,2022
Damiris Dantas,MIN,F,11,201,11,201,0.324,19.6,0.311,0.054,0.135,0.081,0.041,0.689,0.435,0.75,0.4,0.5,0,0.275,0.6,1,0.078,0.5,/wnba/players/d/dantada01w.html,2022
Rennia Davis,MIN,F,1,3,1,3,1,1.8,1,1,0,0,0,0,1,1,NA,NA,NA,NA,1,NA,NA,NA,/wnba/players/d/davisre01w.html,2022
Sylvia Fowles,MIN,C,18,514,18,514,0.644,3.9,1,0.605,0.311,0.034,0.051,0,0.644,0.757,0.527,0.167,0.333,NA,0.728,NA,NA,NA,/wnba/players/f/fowlesy01w.html,2022
Kayla McBride,MIN,G,18,547,18,547,0.412,16.1,0.603,0.156,0.116,0.141,0.191,0.397,0.45,0.677,0.304,0.321,0.447,0.354,0.759,1,0.19,0.467,/wnba/players/m/mcbrika01w.html,2022
Angel McCoughtry,MIN,F-G,2,20,2,20,0.375,12.1,0.875,0.25,0.125,0.25,0.25,0.125,0.429,1,0,0,0.5,0,0.667,NA,1,0,/wnba/players/m/mccouan01w.html,2022
Nikolina Milic,MIN,F,21,271,21,271,0.495,7.9,0.806,0.524,0.214,0.058,0.01,0.194,0.542,0.611,0.409,0.5,0,0.3,0.644,1,0.1,0.5,/wnba/players/m/milicni01w.html,2022
Aerial Powers,MIN,F-G,23,609,23,609,0.359,14.1,0.762,0.11,0.238,0.196,0.217,0.238,0.374,0.581,0.299,0.345,0.377,0.313,0.438,0.905,0.119,0.25,/wnba/players/p/powerae01w.html,2022
Jessica Shepard,MIN,F,23,621,23,621,0.497,7.1,0.873,0.471,0.318,0.038,0.045,0.127,0.526,0.608,0.48,0.167,0.286,0.3,0.778,0.833,0.15,0.333,/wnba/players/s/shepaje01w.html,2022
Odyssey Sims,MIN,G,2,54,2,54,0.304,12.5,0.826,0.043,0.435,0.261,0.087,0.174,0.316,1,0.3,0.167,0.5,0.25,0.667,1,0,NA,/wnba/players/s/simsod01w.html,2022
Hannah Sjerven,MIN,C,3,9,3,9,0,2.8,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/s/sjervha01w.html,2022
Kamiah Smalls,MIN,G,3,34,3,34,0.25,17.5,0.5,0,0.25,0,0.25,0.5,0.5,NA,0.5,NA,0.5,0,0.5,NA,0,NA,/wnba/players/s/smallka01w.html,2022
Rebecca Allen,NYL,G,11,240,11,240,0.361,17.7,0.482,0.096,0.157,0.072,0.157,0.518,0.425,0.625,0.308,0.667,0.308,0.302,0.824,1,0.14,0.167,/wnba/players/a/allenre01w.html,2022
Lorela Cubaj,NYL,F,11,88,11,88,0.333,11.4,1,0.25,0.167,0.083,0.5,0,0.333,0.333,0.5,0,0.333,NA,0.75,NA,NA,NA,/wnba/players/c/cubajlo01w.html,2022
Stefanie Dolson,NYL,C,22,509,22,509,0.538,12.2,0.705,0.265,0.227,0.114,0.098,0.295,0.613,0.829,0.5,0.533,0.385,0.359,0.86,1,0.051,0,/wnba/players/d/dolsost01w.html,2022
Natasha Howard,NYL,F,22,675,22,675,0.453,11.1,0.74,0.284,0.298,0.083,0.076,0.26,0.505,0.707,0.384,0.458,0.273,0.307,0.741,0.957,0.093,0.571,/wnba/players/h/howarna01w.html,2022
Sabrina Ionescu,NYL,G,22,731,22,731,0.423,17.6,0.5,0.097,0.184,0.145,0.074,0.5,0.484,0.6,0.421,0.6,0.261,0.361,0.213,0.643,0.065,0.3,/wnba/players/i/ionessa01w.html,2022
Marine Johannes,NYL,G,10,316,10,316,0.448,21,0.299,0.069,0.057,0.092,0.08,0.701,0.462,0.667,0,0.5,0.571,0.443,0.75,0.963,0.148,0.333,/wnba/players/j/johanma01w.html,2022
Betnijah Laney,NYL,G-F,4,136,4,136,0.415,13,0.717,0.321,0.113,0.075,0.208,0.283,0.421,0.824,0.167,0.25,0,0.4,0.313,1,0.333,1,/wnba/players/l/laneybe01w.html,2022
Michaela Onyenwere,NYL,F,22,302,22,302,0.367,12.9,0.589,0.3,0.189,0.044,0.056,0.411,0.396,0.481,0.353,0.5,0,0.324,0.857,1,0.351,0.308,/wnba/players/o/onyenmi01w.html,2022
DiDi Richards,NYL,G-F,8,114,8,114,0.292,11.3,0.625,0.5,0.083,0.042,0,0.375,0.333,0.25,0.5,1,NA,0.222,0.8,1,0.111,1,/wnba/players/r/richadi01w.html,2022
Sami Whitcomb,NYL,G,21,526,21,526,0.349,20.8,0.212,0.068,0.068,0.048,0.027,0.788,0.419,0.8,0.2,0.286,0.25,0.33,0.538,0.816,0.226,0.385,/wnba/players/w/whitcsa01w.html,2022
Jocelyn Willoughby,NYL,F-G,4,78,4,78,0.5,11,0.591,0.5,0.091,0,0,0.409,0.615,0.545,1,NA,NA,0.333,0.625,1,0.556,0.4,/wnba/players/w/willojo01w.html,2022
Han Xu,NYL,C,18,334,18,334,0.573,9.2,0.855,0.275,0.366,0.145,0.069,0.145,0.589,0.611,0.583,0.579,0.556,0.474,0.773,1,0.053,1,/wnba/players/x/xuha01w.html,2022
Kristine Anigwe,PHO,F-C,10,65,10,65,0.5,4.9,1,0.3,0.6,0.1,0,0,0.5,0.667,0.5,0,NA,NA,0.8,NA,NA,NA,/wnba/players/a/anigwkr01w.html,2022
Sophie Cunningham,PHO,G,16,411,16,411,0.458,18.8,0.305,0.178,0.085,0.025,0.017,0.695,0.611,0.81,0.3,0.667,0,0.39,0.773,0.938,0.256,0.381,/wnba/players/c/cunniso01w.html,2022
Diamond DeShields,PHO,G,23,597,23,597,0.401,12.3,0.758,0.253,0.23,0.104,0.171,0.242,0.461,0.647,0.452,0.357,0.261,0.215,0.532,0.786,0.277,0.222,/wnba/players/d/deshidi01w.html,2022
Skylar Diggins-Smith,PHO,G,22,746,22,746,0.441,12.4,0.703,0.225,0.282,0.117,0.078,0.297,0.496,0.587,0.468,0.436,0.423,0.313,0.397,0.903,0.232,0.304,/wnba/players/d/diggisk01w.html,2022
Megan Gustafson,PHO,C,23,188,23,188,0.592,10.2,0.714,0.347,0.327,0.02,0.02,0.286,0.657,0.824,0.5,0,1,0.429,0.783,1,0.071,0,/wnba/players/g/gustame01w.html,2022
Shey Peddy,PHO,G,22,571,22,571,0.439,16.2,0.446,0.165,0.201,0.036,0.043,0.554,0.565,0.652,0.643,0,0.333,0.338,0.371,0.923,0.312,0.458,/wnba/players/p/peddysh01w.html,2022
Karlie Samuelson,PHO,F,1,10,1,10,0.333,24.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.333,NA,0,0,NA,/wnba/players/s/samueka01w.html,2022
Jennie Simms,PHO,G,11,68,11,68,0.5,16.6,0.5,0.143,0.071,0.286,0,0.5,0.714,1,0,0.75,NA,0.286,0.8,1,0.571,0.25,/wnba/players/s/simmsje01w.html,2022
Diana Taurasi,PHO,G,24,739,24,739,0.381,20.4,0.294,0.09,0.073,0.066,0.066,0.706,0.506,0.577,0.381,0.579,0.474,0.328,0.488,0.761,0.103,0.333,/wnba/players/t/tauradi01w.html,2022
Sam Thomas,PHO,F,15,69,15,69,0.182,20.9,0.273,0,0.091,0.091,0.091,0.727,0.667,NA,1,0,1,0,1,NA,0.625,0,/wnba/players/t/thomasa01w.html,2022
Brianna Turner,PHO,F,23,764,23,764,0.617,2.9,1,0.617,0.346,0.037,0,0,0.617,0.7,0.5,0.333,NA,NA,0.94,NA,NA,NA,/wnba/players/t/turnebr01w.html,2022
Kierstan Bell,LVA,G,11,77,11,77,0.263,19.2,0.263,0.158,0.053,0.053,0,0.737,0.6,0.667,1,0,NA,0.143,0.667,1,0.071,1,/wnba/players/b/bellki01w.html,2022
Sydney Colson,LVA,G,11,97,11,97,0.364,16.5,0.591,0.091,0.182,0.182,0.136,0.409,0.385,0.5,0,0.5,0.667,0.333,0.2,1,0.222,1,/wnba/players/c/colsosy01w.html,2022
Chelsea Gray,LVA,G,21,620,21,620,0.455,14.5,0.752,0.126,0.198,0.225,0.203,0.248,0.509,0.857,0.5,0.48,0.333,0.291,0.176,0.75,0.018,1,/wnba/players/g/graych01w.html,2022
Dearica Hamby,LVA,F,22,647,22,647,0.503,8.9,0.743,0.419,0.304,0.01,0.01,0.257,0.57,0.613,0.534,0,0.5,0.306,0.815,1,0.306,0.2,/wnba/players/h/hambyde01w.html,2022
Theresa Plaisance,LVA,F,21,314,21,314,0.366,22.3,0.159,0.037,0.024,0.073,0.024,0.841,0.385,0.333,0.5,0.5,0,0.362,0.6,1,0.217,0.267,/wnba/players/p/plaisth01w.html,2022
Kelsey Plum,LVA,G,22,747,22,747,0.432,16,0.5,0.204,0.154,0.089,0.053,0.5,0.444,0.522,0.481,0.267,0.333,0.42,0.347,0.676,0.118,0.45,/wnba/players/p/plumke01w.html,2022
Iliana Rupert,LVA,C,6,97,6,97,0.536,18.9,0.357,0.071,0.179,0.071,0.036,0.643,0.7,1,0.6,0.5,1,0.444,0.714,1,0.222,0.25,/wnba/players/r/ruperil01w.html,2022
Aisha Sheppard,LVA,G,16,151,16,151,0.273,21.7,0.182,0.03,0.121,0,0.03,0.818,0.167,0,0,NA,1,0.296,1,1,0.222,0.167,/wnba/players/s/sheppai01w.html,2022
Kiah Stokes,LVA,C,17,217,17,217,0.36,14.9,0.52,0.2,0.2,0.08,0.04,0.48,0.615,0.4,0.6,1,1,0.083,1,1,0.417,0.2,/wnba/players/s/stokeki01w.html,2022
Riquna Williams,LVA,G,7,117,7,117,0.317,23.2,0.146,0,0.024,0.049,0.073,0.854,0.333,NA,1,0,0.333,0.314,1,1,0.171,0.333,/wnba/players/w/williri02w.html,2022
A'ja Wilson,LVA,F,22,656,22,656,0.49,10.6,0.84,0.25,0.3,0.187,0.103,0.16,0.512,0.693,0.467,0.411,0.387,0.375,0.752,0.944,0.104,0.2,/wnba/players/w/wilsoa01w.html,2022
Jackie Young,LVA,G,20,685,20,685,0.498,13.1,0.739,0.139,0.286,0.196,0.118,0.261,0.508,0.735,0.443,0.458,0.483,0.469,0.522,0.8,0.188,0.5,/wnba/players/y/youngja01w.html,2022
Sue Bird,SEA,G,18,469,18,469,0.372,21.5,0.299,0.066,0.015,0.073,0.146,0.701,0.317,0.333,0.5,0.3,0.3,0.396,0.615,0.921,0.125,0.583,/wnba/players/b/birdsu01w.html,2022
Briann January,SEA,G,23,436,23,436,0.36,19.5,0.43,0.07,0.081,0.105,0.174,0.57,0.459,0.833,0.571,0.222,0.4,0.286,0.471,0.929,0.184,0.444,/wnba/players/j/januabr01w.html,2022
Jantel Lavender,SEA,F,23,304,23,304,0.43,12.9,0.79,0.24,0.22,0.08,0.25,0.21,0.481,0.708,0.409,0.5,0.32,0.238,0.737,1,0.095,0,/wnba/players/l/lavenja01w.html,2022
Jewell Loyd,SEA,G,23,696,23,696,0.394,16.7,0.558,0.106,0.155,0.136,0.161,0.442,0.402,0.6,0.314,0.378,0.377,0.384,0.527,0.821,0.274,0.3,/wnba/players/l/loydje01w.html,2022
Ezi Magbegor,SEA,C,20,573,20,573,0.559,7.1,0.87,0.531,0.226,0.068,0.045,0.13,0.584,0.691,0.475,0.167,0.5,0.391,0.844,1,0.217,0.4,/wnba/players/m/magbeez01w.html,2022
Raina Perez,SEA,G,1,2,1,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/p/perezra01w.html,2022
Epiphanny Prince,SEA,G,20,278,20,278,0.373,18.5,0.53,0.06,0.145,0.108,0.217,0.47,0.341,0.2,0.333,0.333,0.389,0.41,0.267,0.813,0.128,0.8,/wnba/players/p/princep01w.html,2022
Mercedes Russell,SEA,C,5,54,5,54,0.5,2.7,1,0.625,0.375,0,0,0,0.5,0.4,0.667,NA,NA,NA,0.5,NA,NA,NA,/wnba/players/r/russeme01w.html,2022
Breanna Stewart,SEA,F,21,638,21,638,0.449,14.2,0.655,0.12,0.255,0.191,0.089,0.345,0.493,0.667,0.506,0.468,0.276,0.366,0.829,0.951,0.089,0.3,/wnba/players/s/stewabr01w.html,2022
Stephanie Talbot,SEA,F,21,367,21,367,0.433,16.8,0.464,0.186,0.144,0.082,0.052,0.536,0.533,0.611,0.357,0.625,0.6,0.346,0.625,1,0.173,0.222,/wnba/players/t/talbost01w.html,2022
Gabby Williams,SEA,F,23,588,23,588,0.418,11.6,0.728,0.323,0.171,0.133,0.101,0.272,0.496,0.765,0.296,0.333,0.188,0.209,0.544,0.667,0.395,0.059,/wnba/players/w/williga01w.html,2022
Kiana Williams,SEA,G,3,27,3,27,0.25,17.4,0.5,0.125,0.125,0.125,0.125,0.5,0.25,0,0,1,0,0.25,0,1,0.5,0.5,/wnba/players/w/williki02w.html,2022
Veronica Burton,DAL,G,22,278,22,278,0.243,16.3,0.486,0.108,0.243,0.135,0,0.514,0.333,0.5,0.222,0.4,NA,0.158,0.333,0.667,0.158,0.333,/wnba/players/b/burtove01w.html,2022
Charli Collier,DAL,F-C,13,53,13,53,0.412,9.9,0.941,0.118,0.471,0.176,0.176,0.059,0.438,0.5,0.25,1,0.333,0,0.571,NA,0,NA,/wnba/players/c/collich01w.html,2022
Jasmine Dickey,DAL,G,14,66,14,66,0.261,10.8,0.87,0.261,0.217,0.261,0.13,0.13,0.25,0.5,0,0.167,0.333,0.333,0.4,1,0.333,0,/wnba/players/d/dickeja01w.html,2022
Allisha Gray,DAL,G,20,637,20,637,0.45,15.2,0.526,0.166,0.227,0.09,0.043,0.474,0.486,0.657,0.438,0.316,0.444,0.41,0.574,0.902,0.22,0.364,/wnba/players/g/grayal01w.html,2022
Isabelle Harrison,DAL,F,22,478,22,478,0.434,6.1,0.988,0.329,0.486,0.11,0.064,0.012,0.427,0.614,0.345,0.316,0.273,1,0.658,1,0,NA,/wnba/players/h/harriis01w.html,2022
Tyasha Harris,DAL,G,21,335,21,335,0.361,15.6,0.67,0.134,0.134,0.155,0.247,0.33,0.415,0.692,0.231,0.4,0.375,0.25,0.148,1,0.188,0.167,/wnba/players/h/harrity01w.html,2022
Awak Kuier,DAL,F,21,267,21,267,0.417,10,0.783,0.367,0.233,0.117,0.067,0.217,0.468,0.773,0.286,0.143,0,0.231,0.909,1,0.077,1,/wnba/players/k/kuieraw01w.html,2022
Marina Mabrey,DAL,G,20,532,20,532,0.418,17.5,0.561,0.114,0.131,0.127,0.19,0.439,0.451,0.778,0.323,0.5,0.311,0.375,0.4,0.846,0.087,0.667,/wnba/players/m/mabrema01w.html,2022
Teaira McCowan,DAL,C,19,252,19,252,0.638,3.1,1,0.613,0.363,0.025,0,0,0.638,0.735,0.448,1,NA,NA,0.784,NA,NA,NA,/wnba/players/m/mccowte01w.html,2022
Arike Ogunbowale,DAL,G,22,674,22,674,0.408,17.4,0.504,0.099,0.149,0.157,0.099,0.496,0.443,0.583,0.37,0.421,0.444,0.372,0.309,0.731,0.072,0.385,/wnba/players/o/ogunbar01w.html,2022
Satou Sabally,DAL,F,10,216,10,216,0.404,13.8,0.574,0.287,0.191,0.032,0.064,0.426,0.519,0.519,0.5,0.667,0.5,0.25,0.679,1,0.1,0.25,/wnba/players/s/sabalsa01w.html,2022
Kayla Thornton,DAL,F,22,610,22,610,0.396,13.7,0.622,0.252,0.189,0.072,0.108,0.378,0.449,0.679,0.19,0.5,0.333,0.31,0.645,1,0.214,0.222,/wnba/players/t/thornka01w.html,2022
Ariel Atkins,WAS,G,24,718,24,718,0.422,17.3,0.561,0.081,0.145,0.166,0.169,0.439,0.458,0.792,0.442,0.408,0.36,0.377,0.526,0.898,0.215,0.464,/wnba/players/a/atkinar01w.html,2022
Shakira Austin,WAS,C-F,24,511,24,511,0.552,6.3,0.993,0.331,0.441,0.145,0.076,0.007,0.556,0.875,0.344,0.524,0.455,0,0.738,NA,0,NA,/wnba/players/a/austish01w.html,2022
Katie Benzan,WAS,G,3,27,3,27,0.556,23.7,0.222,0,0.222,0,0,0.778,0,NA,0,NA,NA,0.714,NA,0.8,0.286,1,/wnba/players/b/benzaka01w.html,2022
Kennedy Burke,WAS,G-F,16,222,16,222,0.446,14,0.568,0.243,0.203,0.054,0.068,0.432,0.524,0.722,0.4,0.5,0.2,0.344,0.636,1,0.281,0.444,/wnba/players/b/burkeke01w.html,2022
Alysha Clark,WAS,F,17,435,17,435,0.488,15.3,0.496,0.132,0.279,0.054,0.031,0.504,0.656,0.941,0.5,0.714,0.75,0.323,0.643,0.952,0.185,0.417,/wnba/players/c/clarkal01w.html,2022
Natasha Cloud,WAS,G,22,699,22,699,0.405,16.2,0.52,0.195,0.18,0.075,0.07,0.48,0.49,0.667,0.333,0.533,0.357,0.313,0.294,0.7,0.052,0.4,/wnba/players/c/cloudna01w.html,2022
Elena Delle Donne,WAS,F-G,15,405,15,405,0.474,14.2,0.7,0.074,0.347,0.2,0.079,0.3,0.511,0.929,0.561,0.342,0.333,0.386,0.647,0.909,0.053,0,/wnba/players/d/delleel01w.html,2022
Tianna Hawkins,WAS,F,20,260,20,260,0.404,14.6,0.551,0.191,0.236,0.056,0.067,0.449,0.531,0.824,0.429,0.4,0.167,0.25,0.846,1,0.2,0.125,/wnba/players/h/hawkiti01w.html,2022
Myisha Hines-Allen,WAS,F,24,462,24,462,0.411,12.5,0.716,0.184,0.316,0.105,0.111,0.284,0.434,0.714,0.35,0.3,0.333,0.352,0.542,1,0.148,0.125,/wnba/players/h/hinesmy01w.html,2022
Rui Machida,WAS,G,24,332,24,332,0.313,16.4,0.594,0.156,0.172,0.141,0.125,0.406,0.368,0.6,0.364,0.111,0.375,0.231,0.357,0.5,0.192,0.2,/wnba/players/m/machiru01w.html,2022
Shatori Walker-Kimbrough,WAS,G,23,470,23,470,0.376,14.7,0.624,0.195,0.173,0.113,0.143,0.376,0.398,0.654,0.348,0.133,0.316,0.34,0.697,0.941,0.3,0.333,/wnba/players/w/walkesh01w.html,2022
Elizabeth Williams,WAS,C-F,18,305,18,305,0.468,3.9,1,0.511,0.436,0.032,0.021,0,0.468,0.667,0.293,0,0,NA,0.75,NA,NA,NA,/wnba/players/w/williel01w.html,2022
Emma Cannon,TOT,F,12,126,12,126,0.512,9,0.907,0.233,0.395,0.163,0.116,0.093,0.538,0.7,0.412,0.429,0.8,0.25,0.905,1,0,NA,/wnba/players/c/cannoem01w.html,2022
Tina Charles,TOT,C,21,621,21,621,0.451,12.9,0.738,0.16,0.313,0.149,0.116,0.262,0.483,0.75,0.372,0.463,0.438,0.361,0.663,0.962,0.097,0.286,/wnba/players/c/charlti01w.html,2022
Crystal Dangerfield,TOT,G,19,404,19,404,0.374,16.7,0.516,0.121,0.165,0.209,0.022,0.484,0.447,0.545,0.267,0.526,0.5,0.295,0.429,1,0.182,0.5,/wnba/players/d/dangecr01w.html,2022
Kaela Davis,TOT,F,2,28,2,28,0.5,12.7,0.625,0.125,0.375,0.125,0,0.375,0.4,0,0.333,1,NA,0.667,0.5,1,0.333,1,/wnba/players/d/daviska01w.html,2022
AD Durr,TOT,G,20,295,20,295,0.402,14.1,0.65,0.145,0.248,0.179,0.077,0.35,0.421,0.647,0.276,0.524,0.222,0.366,0.375,1,0.122,0.2,/wnba/players/d/durras01w.html,2022
Reshanda Gray,TOT,F,16,144,16,144,0.553,9.1,0.816,0.421,0.263,0.026,0.105,0.184,0.581,0.563,0.8,0,0.25,0.429,0.944,1,0.286,0,/wnba/players/g/grayre01w.html,2022
Moriah Jefferson,TOT,G,18,513,18,513,0.485,13.6,0.703,0.152,0.23,0.224,0.097,0.297,0.474,0.56,0.474,0.459,0.375,0.51,0.273,0.96,0.163,0.375,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,TOT,F,5,27,5,27,0.375,11.4,0.75,0.25,0.375,0,0.125,0.25,0.333,0.5,0,NA,1,0.5,1,1,0,NA,/wnba/players/j/jonesst01w.html,2022
Yvonne Turner,TOT,G,6,104,6,104,0.296,10.8,0.741,0.333,0.259,0,0.148,0.259,0.25,0.222,0.143,NA,0.5,0.429,0.4,1,0.571,0.5,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,TOT,G,16,185,16,185,0.326,14,0.652,0.13,0.261,0.196,0.065,0.348,0.4,0.667,0.333,0.333,0.333,0.188,0.75,1,0.188,0.667,/wnba/players/w/westbev01w.html,2022
Kaela Davis,CHI,F,1,10,1,10,0,2.1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/d/daviska01w.html,2022
Crystal Dangerfield,IND,G,3,49,3,49,0.429,15.5,0.571,0.357,0,0.214,0,0.429,0.5,0.4,NA,0.667,NA,0.333,0.75,1,0,NA,/wnba/players/d/dangecr01w.html,2022
Yvonne Turner,MIN,G,4,88,4,88,0.308,11,0.731,0.346,0.231,0,0.154,0.269,0.263,0.222,0.167,NA,0.5,0.429,0.4,1,0.571,0.5,/wnba/players/t/turneyv01w.html,2022
Evina Westbrook,MIN,G,14,173,14,173,0.318,13.6,0.682,0.136,0.273,0.205,0.068,0.318,0.4,0.667,0.333,0.333,0.333,0.143,0.75,1,0.071,1,/wnba/players/w/westbev01w.html,2022
AD Durr,NYL,G,10,70,10,70,0.176,16.2,0.471,0,0.353,0,0.118,0.529,0.25,NA,0.333,NA,0,0.111,0,1,0.333,0,/wnba/players/d/durras01w.html,2022
Emma Cannon,PHO,F,1,6,1,6,1,20.1,1,0,0,0,1,0,1,NA,NA,NA,1,NA,1,NA,NA,NA,/wnba/players/c/cannoem01w.html,2022
Tina Charles,PHO,C,16,530,16,530,0.441,13.2,0.72,0.144,0.309,0.153,0.114,0.28,0.471,0.706,0.37,0.5,0.407,0.364,0.675,0.958,0.091,0.333,/wnba/players/c/charlti01w.html,2022
Reshanda Gray,SEA,F,11,85,11,85,0.5,10.1,0.85,0.45,0.15,0.05,0.2,0.15,0.471,0.556,0.667,0,0.25,0.667,1,1,0,NA,/wnba/players/g/grayre01w.html,2022
Moriah Jefferson,DAL,G,1,4,1,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/wnba/players/j/jeffemo01w.html,2022
Stephanie Jones,WAS,F,3,19,3,19,0.429,11.7,0.714,0.286,0.286,0,0.143,0.286,0.4,0.5,0,NA,1,0.5,1,1,0,NA,/wnba/players/j/jonesst01w.html,2022
Emma Cannon,IND,F,11,120,11,120,0.5,8.7,0.905,0.238,0.405,0.167,0.095,0.095,0.526,0.7,0.412,0.429,0.75,0.25,0.9,1,0,NA,/wnba/players/c/cannoem01w.html,2022
Moriah Jefferson,MIN,G,17,509,17,509,0.485,13.6,0.703,0.152,0.23,0.224,0.097,0.297,0.474,0.56,0.474,0.459,0.375,0.51,0.273,0.96,0.163,0.375,/wnba/players/j/jeffemo01w.html,2022
Kaela Davis,SEA,F,1,18,1,18,0.571,14.3,0.571,0,0.429,0.143,0,0.429,0.5,NA,0.333,1,NA,0.667,0.5,1,0.333,1,/wnba/players/d/daviska01w.html,2022
